time	x_1i	x_2i	x_3i	x_4i	x_5i	x_6i	x_7i	mag
1974-04-28	0.025067502562957644	0.0884735384575005	0.10790287288759336	0.05429861428449068	0.0599440278679445	4.7	0.0012726338013397775	4.7
1974-05-12	-0.004466212277902115	0.07846705169419654	0.11605768306671516	0.09652343201574376	0.05918931862919453	4.824999999999998	0.0011279760969904395	6.5
1974-05-26	-0.07530682883704698	0.008973211882543186	-0.004466212277902115	0.07846705169419654	0.11605768306671516	4.8	0.0017836134861364942	4.8
1974-06-09	-0.10490204876890252	0.04370918698704207	0.04021245202807855	0.025067502562957644	0.0884735384575005	4.699999999999998	0.0014711084268870065	4.7
1974-06-23	0.03200814267891994	-0.07530682883704698	0.008973211882543186	-0.004466212277902115	0.07846705169419654	0.0	0.0014298033800800008	4.5
1974-07-07	0.05905325123004713	-0.09149095260993234	0.02793070177524415	0.02644106434722915	0.05653298695160847	4.5	0.0010937076750024298	5.0
1974-07-21	0.05243730286800008	0.03200814267891994	-0.07530682883704698	0.008973211882543186	-0.004466212277902115	4.5	0.0009953238500613434	6.0
1974-08-04	-0.038791686553484084	0.04291447449636998	-0.10490204876890252	0.04370918698704207	0.04021245202807855	0.0	0.0014298033800799821	5.6
1974-08-18	-0.06957486328504002	0.03810937889639099	-0.060647183620061614	-0.009308637485870852	0.03184644220954147	0.0	0.0018806259082760392	0.0
1974-09-01	-0.06957486328504002	0.03810937889639099	-0.060647183620061614	-0.009308637485870852	0.03184644220954147	0.0	0.0018806259082760392	5.0
1974-09-15	-0.08444544554692003	0.05243730286800008	0.03200814267891994	-0.07530682883704698	0.008973211882543186	0.0	0.0017836134861364942	4.7
1974-09-29	0.01258727292296069	-0.038791686553484084	0.05905325123004713	-0.09149095260993234	0.02793070177524415	0.0	0.0013107338056771913	4.5
1974-10-13	0.016857621810897894	-0.038791686553484084	0.04291447449636998	-0.10490204876890252	0.04370918698704207	0.0	0.001272633801339762	5.0
1974-10-27	0.023798261926860187	-0.08444544554692003	0.05243730286800008	0.03200814267891994	-0.07530682883704698	0.0	0.0015132335505866786	4.5
1974-11-10	0.0	0.01258727292296069	-0.038791686553484084	0.05905325123004713	-0.09149095260993234	4.5	0.0013107338056771913	5.1
1974-11-24	0.08470549447662258	0.0043084770030099575	0.016857621810897894	-0.038791686553484084	0.04291447449636998	5.8	0.0006881158152640227	5.8
1974-12-08	0.0359039750250667	0.029375979565969487	0.023798261926860187	-0.08444544554692003	0.05243730286800008	4.9	0.0009639757257341572	0.0
1974-12-22	0.0359039750250667	0.029375979565969487	0.023798261926860187	-0.08444544554692003	0.05243730286800008	4.9	0.0009639757257341572	0.0
1975-01-05	0.0359039750250667	0.029375979565969487	0.023798261926860187	-0.08444544554692003	0.05243730286800008	4.9	0.0009639757257341572	0.0
1975-01-19	0.0359039750250667	0.029375979565969487	0.023798261926860187	-0.08444544554692003	0.05243730286800008	4.9	0.0009639757257341572	5.0
1975-02-02	0.005142013756843644	0.08470549447662258	0.0043084770030099575	0.016857621810897894	-0.038791686553484084	5.0	0.0006641030858712563	5.9
1975-02-16	0.014159314094394746	0.0359039750250667	0.029375979565969487	0.023798261926860187	-0.08444544554692003	0.0	0.0008741544155122367	5.3
1975-03-02	-0.004632770970976363	-0.014159314094396747	0.05864211501041061	0.0	0.01258727292296069	0.0	0.0009953238500613434	4.6
1975-03-16	-0.0349753954593055	0.005142013756843644	0.08470549447662258	0.0043084770030099575	0.016857621810897894	4.5	0.0008455935948537244	4.9
1975-03-30	0.06205832221342322	0.00966322857626789	0.0233823535503751	0.009055347829506122	0.02620441363052739	4.7	0.000532627398912789	5.3
1975-04-13	0.0458524979720476	0.02845531364163678	-0.004632770970976363	-0.014159314094396747	0.05864211501041061	5.8	0.0005957183472898511	5.8
1975-04-27	-0.05715768486403028	0.05715768486403028	0.014563865925660837	0.014159314094394746	0.0359039750250667	5.05	0.0007904903231199531	5.1
1975-05-11	-0.08550039018110556	-0.031937331675688574	0.06205832221342322	0.00966322857626789	0.0233823535503751	5.1	0.001198772216236197	4.8
1975-05-25	-0.045299407741910436	-0.06027960792587006	0.0458524979720476	0.02845531364163678	-0.004632770970976363	0.0	0.0012353158761688836	0.0
1975-06-08	-0.045299407741910436	-0.06027960792587006	0.0458524979720476	0.02845531364163678	-0.004632770970976363	0.0	0.0012353158761688836	4.9
1975-06-22	-0.013278469687217688	-0.06198757427253233	-0.005092332464511573	0.029833381702457418	-0.0349753954593055	4.5	0.0011987722162362126	5.0
1975-07-06	-0.01269866906149919	-0.06893563204813602	-0.05715768486403028	0.05715768486403028	0.014563865925660837	0.0	0.0013893109579919169	4.8
1975-07-20	0.017625587739578008	-0.045299407741910436	-0.06027960792587006	0.0458524979720476	0.02845531364163678	4.8	0.0010937076750024595	4.9
1975-08-03	0.08265792870975408	0.017625587739578008	-0.045299407741910436	-0.06027960792587006	0.0458524979720476	4.6	0.0006179132011549598	0.0
1975-08-17	0.08265792870975408	0.017625587739578008	-0.045299407741910436	-0.06027960792587006	0.0458524979720476	4.6	0.0006179132011549598	5.5
1975-08-31	-0.0401678211157257	0.11204707995439732	-0.01269866906149919	-0.06893563204813602	-0.05715768486403028	0.0	0.0008455935948537357	4.8
1975-09-14	-0.03565636140420625	0.08265792870975408	0.017625587739578008	-0.045299407741910436	-0.06027960792587006	0.0	0.0007904903231199661	0.0
1975-09-28	-0.03565636140420625	0.08265792870975408	0.017625587739578008	-0.045299407741910436	-0.06027960792587006	0.0	0.0007904903231199661	0.0
