time	x_1i	x_2i	x_3i	x_4i	x_5i	x_6i	x_7i	mag
1974-10-13	0.020960158393014072	-0.024453518125182986	-0.004997799324855	0.0014409239611917757	0.0473775798439906	0.0	0.06866117151308529	4.2
1974-10-27	0.03054658742547789	-0.023621697336930647	-0.006924890088547242	-0.007179014495467041	0.045923549706795415	4.2	0.06702412145260879	4.7
1974-11-10	0.02774690019826553	-0.020919894877075573	-0.005442133297034246	-0.0157988461531251	0.039748100396950425	5.5	0.06833295340327131	0.0
1974-11-24	0.02774690019826553	-0.020919894877075573	-0.005442133297034246	-0.0157988461531251	0.039748100396950425	5.5	0.06833295340327131	5.5
1974-12-08	-0.002750091704047941	0.020960158393014072	-0.024453518125182986	-0.004997799324855	0.0014409239611917757	0.0	0.0699779932793179	0.0
1974-12-22	-0.002750091704047941	0.020960158393014072	-0.024453518125182986	-0.004997799324855	0.0014409239611917757	0.0	0.0699779932793179	4.0
1975-01-05	-0.0007036983633145201	0.03054658742547789	-0.023621697336930647	-0.006924890088547242	-0.007179014495467041	0.0	0.06735071724811988	4.4
1975-01-19	-0.0006936725049565551	0.02774690019826553	-0.020919894877075573	-0.005442133297034246	-0.0157988461531251	0.0	0.06866117151308529	0.0
1975-02-02	-0.0006936725049565551	0.02774690019826553	-0.020919894877075573	-0.005442133297034246	-0.0157988461531251	0.0	0.06866117151308529	0.0
1975-02-16	-0.0006936725049565551	0.02774690019826553	-0.020919894877075573	-0.005442133297034246	-0.0157988461531251	0.0	0.06866117151308529	0.0
1975-03-02	-0.0006936725049565551	0.02774690019826553	-0.020919894877075573	-0.005442133297034246	-0.0157988461531251	0.0	0.06866117151308529	4.5
1975-03-16	0.010151304950584694	0.007113432950558384	-0.0031999298696085976	-0.011304903216076743	-0.011281804693535902	0.0	0.06833295340327131	0.0
1975-03-30	0.010151304950584694	0.007113432950558384	-0.0031999298696085976	-0.011304903216076743	-0.011281804693535902	0.0	0.06833295340327131	0.0
1975-04-13	0.010151304950584694	0.007113432950558384	-0.0031999298696085976	-0.011304903216076743	-0.011281804693535902	0.0	0.06833295340327131	0.0
1975-04-27	0.010151304950584694	0.007113432950558384	-0.0031999298696085976	-0.011304903216076743	-0.011281804693535902	0.0	0.06833295340327131	0.0
1975-05-11	0.010151304950584694	0.007113432950558384	-0.0031999298696085976	-0.011304903216076743	-0.011281804693535902	0.0	0.06833295340327131	0.0
1975-05-25	0.010151304950584694	0.007113432950558384	-0.0031999298696085976	-0.011304903216076743	-0.011281804693535902	0.0	0.06833295340327131	4.9
1975-06-08	0.0006838593935464822	-0.002750091704047941	0.020960158393014072	-0.024453518125182986	-0.004997799324855	0.0	0.06964820147462986	4.9
1975-06-22	-0.006133332816233406	-0.0006936725049565551	0.02774690019826553	-0.020919894877075573	-0.005442133297034246	4.65	0.07163268129885905	4.4
1975-07-06	0.006155122227079979	-0.008251111090977814	-0.0007036983633145201	0.03054658742547789	-0.023621697336930647	4.7	0.06833295340327131	0.0
1975-07-20	0.006155122227079979	-0.008251111090977814	-0.0007036983633145201	0.03054658742547789	-0.023621697336930647	4.7	0.06833295340327131	0.0
1975-08-03	0.006155122227079979	-0.008251111090977814	-0.0007036983633145201	0.03054658742547789	-0.023621697336930647	4.7	0.06833295340327131	4.7
1975-08-17	0.0069002224671311785	-0.004804233603233343	0.010151304950584694	0.007113432950558384	-0.0031999298696085976	0.0	0.06735071724811988	0.0
1975-08-31	0.0069002224671311785	-0.004804233603233343	0.010151304950584694	0.007113432950558384	-0.0031999298696085976	0.0	0.06735071724811988	4.5
1975-09-14	0.0034808608880538827	0.0013750327913019669	0.0006838593935464822	-0.002750091704047941	0.020960158393014072	4.2	0.06735071724811988	5.2
1975-09-28	0.0062883307760475135	0.004753393562600627	-0.006133332816233406	-0.0006936725049565551	0.02774690019826553	0.0	0.06637217271078162	0.0
1975-10-12	0.0062883307760475135	0.004753393562600627	-0.006133332816233406	-0.0006936725049565551	0.02774690019826553	0.0	0.06637217271078162	0.0
1975-10-26	0.0062883307760475135	0.004753393562600627	-0.006133332816233406	-0.0006936725049565551	0.02774690019826553	0.0	0.06637217271078162	0.0
1975-11-09	0.0062883307760475135	0.004753393562600627	-0.006133332816233406	-0.0006936725049565551	0.02774690019826553	0.0	0.06637217271078162	0.0
1975-11-23	0.0062883307760475135	0.004753393562600627	-0.006133332816233406	-0.0006936725049565551	0.02774690019826553	0.0	0.06637217271078162	0.0
1975-12-07	0.0062883307760475135	0.004753393562600627	-0.006133332816233406	-0.0006936725049565551	0.02774690019826553	0.0	0.06637217271078162	0.0
1975-12-21	0.0062883307760475135	0.004753393562600627	-0.006133332816233406	-0.0006936725049565551	0.02774690019826553	0.0	0.06637217271078162	0.0
1976-01-04	0.0062883307760475135	0.004753393562600627	-0.006133332816233406	-0.0006936725049565551	0.02774690019826553	0.0	0.06637217271078162	0.0
1976-01-18	0.0062883307760475135	0.004753393562600627	-0.006133332816233406	-0.0006936725049565551	0.02774690019826553	0.0	0.06637217271078162	0.0
