time	x_1i	x_2i	x_3i	x_4i	x_5i	x_6i	x_7i	mag
1985-11-30	0.0059640542979355615	-0.016149579127743063	-0.019148786680036837	-0.013385559620997191	-0.01355884989967493	3.3	0.010469693624875995	3.6
1985-12-31	0.059274923946537	0.040445471203739536	0.01856311900232388	0.0059640542979355615	-0.016149579127743063	2.8	0.004624698561556263	4.0
1986-01-31	0.0754789874965569	-0.022157881729760298	0.043446826921095034	0.030412778844765682	0.08991604180191415	2.9148148148148136	0.0003283631575750601	3.5
1986-02-28	-0.056562017387314034	-0.024318642769730392	0.0754789874965569	-0.022157881729760298	0.043446826921095034	2.6	0.0005741117081003526	3.5
1986-03-31	0.009848170749974015	-0.051200688725005834	-0.056562017387314034	-0.024318642769730392	0.0754789874965569	2.8	0.0007639306899888282	3.3
1986-04-30	-0.0378229990709007	0.021935726540053716	0.04630005137561488	-0.00994263923771177	0.019697681508671128	2.7	0.0006407051594809366	3.3
1986-05-31	-3.3306690738754696e-15	-0.03635741213789978	-0.06254568343723155	0.10389820141226204	0.01470257567154687	3.5	0.0007380208649020491	3.5
1986-06-30	0.10293080661326504	-0.03485957120523042	0.007131272280840761	0.02091305691348322	0.02681161142753741	2.75	0.00011268558050779693	3.5
1986-07-31	0.02189425700258152	-0.06807123540803617	0.10293080661326504	-0.03485957120523042	0.007131272280840761	2.825	0.00015502412243183726	3.4
1986-08-31	0.015572808444610509	0.04457045175526142	-0.02189425700258618	0.02189425700258152	-0.06807123540803617	2.8	0.00011902885939706534	3.6
1986-09-30	-0.031901516270732344	-0.04772466834101885	-0.06727453248071114	0.06014326019987036	-0.04457045175525809	2.9	0.0003283631575750725	4.2
1986-10-31	-0.024275280703798696	0.009848170749978458	-0.10184136991708637	-0.017951987512534462	-0.07100111915070162	3.1	0.0009033994040735252	3.8
1986-11-30	-0.029119361813437994	-0.030989412572097086	0.09130809061421608	0.04649068070439999	0.035762062080307744	3.0571428571428574	0.0015561861271646364	4.7
1986-12-31	-0.05700805406884767	-0.039675365140712016	-0.07603821158807211	0.04171273731248848	0.11048942824048212	3.8	0.002788217040049403	3.5
1987-01-31	-0.0033263976861458433	-0.05700805406884767	-0.039675365140712016	-0.07603821158807211	0.04171273731248848	2.5	0.0028530262669808452	3.0
1987-02-28	0.08752239952370833	0.05365546427493939	-0.053655464274937725	0.007539965657446301	-0.04721533079815743	2.625	0.0010273897208907393	4.1
1987-03-31	-0.010334439413272056	-0.021288945191337397	0.12063735608423642	-0.00865559505537039	-0.022333817516725918	0.0	0.0006881158152640496	2.8
1987-04-30	-0.005092332464512682	-0.03707934543253688	0.0858808648840883	0.06119286178185879	-0.042914474496368205	2.8	0.0007127521514942075	3.3
1987-05-31	0.04714442921225071	0.08842347169152243	-0.034642205357158895	-0.010334439413272056	-0.021288945191337397	2.6666666666666665	0.00034267660289741584	3.0
1987-06-30	0.29858385453393943	0.09481308186162796	0.060667978524531874	0.04016782111572925	-0.024741049237950063	2.6666666666666665	2.7826813450296648e-05	3.8
1987-07-31	0.16479977087454278	0.020944995510161712	0.010257309445044882	-0.031202304955211257	0.29858385453393943	2.75	8.91382623837982e-06	3.4
1987-08-31	-0.03663077613893595	0.01855325025218924	-0.057164068344585324	-0.1412869936121668	0.08998590663625716	2.88	6.669473021838274e-05	3.6
1987-09-30	-0.042688377949127165	-0.017846496071637574	2.2204460492503127e-15	-0.06626114588759369	0.08410764195923104	2.5	9.522583668293718e-05	3.3
1987-10-31	-0.031908782330055896	0.031908782330057665	0.0	-0.04845774707887629	-0.025608999247381803	2.966666666666667	0.00012564677910794443	3.3
1987-11-30	0.11898013280587084	0.02294616846970432	-0.04673183090781041	-0.03310171355969893	0.016755188345032757	2.7	5.5234568009449486e-05	3.1
1987-12-31	-0.009215993589319904	0.11898013280587084	0.02294616846970432	-0.04673183090781041	-0.03310171355969893	3.0	5.886524318208076e-05	3.0
1988-01-31	0.052013806877364566	-0.030774835735773557	0.13361732477684884	0.03393455867348427	0.040132187652774036	2.7	2.584533902727037e-05	2.9
1988-02-29	-0.032539546596149105	0.11299052272790312	0.02801417918873783	-0.009215993589319904	0.11898013280587084	2.6	2.7826813450296198e-05	3.3
1988-03-31	-0.1145620935476197	0.04369819207156556	0.031202304955209037	0.020098782020700808	0.04794807475526208	3.1	4.539992976248391e-05	3.7
1988-04-30	0.029543842306342993	-0.0924030812560106	0.0924030812560126	-0.1145620935476197	0.04369819207156556	2.9000000000000004	3.701891230047847e-05	3.3
1988-05-31	0.0224790104504764	0.011000366816192876	-0.06844672685630449	0.023481723812019517	0.033964636228092086	2.625	1.902864243423692e-05	3.4
1988-06-30	-0.10978121382791683	0.15410602316689426	-0.01084543207230526	-0.06844672685630249	0.03496734958963521	2.8571428571428568	1.9028642434235907e-05	3.7
1988-07-31	-0.09661723735333848	-0.05348454210631126	-0.022479010450481732	0.11616669830113956	-0.06114814125450629	2.6	6.268305795836197e-05	3.4
1988-08-31	-0.04013218765277626	-0.008325559426104245	-0.07052238572699543	-0.06804685677595934	0.0	2.75	0.0001256467791079401	3.4
1988-09-30	0.0492486711765423	0.05495775280338089	0.03436281852302492	-0.061306392137674415	-0.057164068344581986	2.8	3.4519968552617496e-05	2.9
1988-10-31	0.03208440321389139	0.0603186780421181	0.16275335613731026	-0.07227533907413307	-0.10019377728473168	2.9	2.3979821014535825e-05	4.1
1988-11-30	-0.1631377649140715	0.14330968282927947	-0.01011775421450012	-4.662936703425658e-15	0.10420642397992784	3.02	4.2452952553119396e-05	3.4
